,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,cost,price,profit,quantity,sales
3493,3495,CA-2018-142034,2018-09-24,2018-09-28,standard class,KB-16240,Karen Bern,corporate,United States,Saint Cloud,Minnesota,56301,Central,TEC-AC-10000990,technology,accessories,Imation Bio 2Gb Usb Flash Drive Imation Corp,661.9,843.22,181.32,18,15178.01425
3494,3496,CA-2018-142034,2018-09-24,2018-09-28,standard class,KB-16240,Karen Bern,corporate,United States,Saint Cloud,Minnesota,56301,Central,FUR-CH-10000665,furniture,chairs,"Global Airflow Leather Mesh Back Chair, Black",602.83,174.14,-428.69,6,1044.818763
3495,3497,CA-2017-107328,2017-08-08,2017-08-15,standard class,CA-12055,Cathy Armstrong,home office,United States,Los Angeles,California,90036,West,FUR-TA-10001932,furniture,tables,"Chromcraft 48"" X 96"" Racetrack Double Pedestal Table",848.14,707.09,-141.05,3,2121.266732
3496,3498,CA-2017-107328,2017-08-08,2017-08-15,standard class,CA-12055,Cathy Armstrong,home office,United States,Los Angeles,California,90036,West,OFF-AP-10004487,office supplies,appliances,Kensington 4 Outlet Masterpiece Compact Power Control Center,670.22,423.43,-246.79,23,9738.854681
3497,3499,CA-2017-107328,2017-08-08,2017-08-15,standard class,CA-12055,Cathy Armstrong,home office,United States,Los Angeles,California,90036,West,OFF-BI-10002160,office supplies,binders,Acco Hanging Data Binders,36.49,78.09,41.6,9,702.7745914
3498,3500,CA-2017-108616,2017-09-29,2017-10-03,standard class,JK-15730,Joe Kamberova,consumer,United States,Mobile,Alabama,36608,South,TEC-AC-10000420,technology,accessories,Logitech G500S Laser Gaming Mouse With Adjustable Weight Tuning,137.86,890.45,752.58,5,4452.234544
3499,3501,CA-2017-108616,2017-09-29,2017-10-03,standard class,JK-15730,Joe Kamberova,consumer,United States,Mobile,Alabama,36608,South,OFF-BI-10001989,office supplies,binders,Premium Transparent Presentation Covers By Gbc,258.73,926.28,667.55,16,14820.4575
3500,3502,CA-2017-108616,2017-09-29,2017-10-03,standard class,JK-15730,Joe Kamberova,consumer,United States,Mobile,Alabama,36608,South,OFF-AR-10001149,office supplies,art,"Sanford Colorific Colored Pencils, 12/Box",849.44,323.43,-526.02,3,970.2814052
3501,3503,CA-2018-125115,2018-04-10,2018-04-10,same day,RD-19930,Russell D'Ascenzo,consumer,United States,Austin,Texas,78745,Central,OFF-PA-10004101,office supplies,paper,Xerox 1894,426.75,982.64,555.89,2,1965.273064
3502,3504,CA-2018-125115,2018-04-10,2018-04-10,same day,RD-19930,Russell D'Ascenzo,consumer,United States,Austin,Texas,78745,Central,TEC-AC-10001714,technology,accessories,Logitech Mx Performance Wireless Mouse,251.63,293.11,41.48,20,5862.279392
3503,3505,CA-2017-150945,2017-12-18,2017-12-20,second class,JK-16120,Julie Kriz,home office,United States,New York City,New York,10009,East,OFF-ST-10003716,office supplies,storage,Tennsco Double-Tier Lockers,966.38,167.39,-798.99,11,1841.272474
3504,3506,CA-2015-166863,2015-06-20,2015-06-24,standard class,SC-20020,Sam Craven,consumer,United States,Plano,Texas,75023,Central,TEC-PH-10000369,technology,phones,Htc One Mini,163.34,654.95,491.6,4,2619.78257
3505,3507,CA-2015-166863,2015-06-20,2015-06-24,standard class,SC-20020,Sam Craven,consumer,United States,Plano,Texas,75023,Central,OFF-BI-10000756,office supplies,binders,Storex Duratech Recycled Plastic Frosted Binders,309.1,665.73,356.63,11,7323.05381
3506,3508,CA-2015-166863,2015-06-20,2015-06-24,standard class,SC-20020,Sam Craven,consumer,United States,Plano,Texas,75023,Central,FUR-BO-10001608,furniture,bookcases,"Hon Metal Bookcases, Black",274.05,912.0,637.96,8,7296.030484
3507,3509,CA-2015-166863,2015-06-20,2015-06-24,standard class,SC-20020,Sam Craven,consumer,United States,Plano,Texas,75023,Central,OFF-PA-10001166,office supplies,paper,Xerox 2,179.3,816.85,637.55,11,8985.387841
3508,3510,CA-2015-166863,2015-06-20,2015-06-24,standard class,SC-20020,Sam Craven,consumer,United States,Plano,Texas,75023,Central,OFF-PA-10000587,office supplies,paper,"Array Parchment Paper, Assorted Colors",813.89,878.46,64.57,9,7906.149767
3509,3511,CA-2015-166863,2015-06-20,2015-06-24,standard class,SC-20020,Sam Craven,consumer,United States,Plano,Texas,75023,Central,TEC-MA-10001972,technology,machines,Okidata C331Dn Printer,822.44,562.5,-259.94,18,10124.96429
3510,3512,CA-2015-166863,2015-06-20,2015-06-24,standard class,SC-20020,Sam Craven,consumer,United States,Plano,Texas,75023,Central,OFF-ST-10004123,office supplies,storage,Safco Industrial Wire Shelving System,412.22,163.6,-248.62,24,3926.487657
3511,3513,CA-2018-140326,2018-09-04,2018-09-06,first class,HW-14935,Helen Wasserman,corporate,United States,Chicago,Illinois,60653,Central,FUR-BO-10000112,furniture,bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",86.92,61.67,-25.25,20,1233.44661
3512,3514,CA-2018-140326,2018-09-04,2018-09-06,first class,HW-14935,Helen Wasserman,corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10004041,office supplies,paper,"It'S Hot Message Books With Stickers, 2 3/4"" X 5""",312.82,996.53,683.71,13,12954.83064
3513,3515,CA-2018-140326,2018-09-04,2018-09-06,first class,HW-14935,Helen Wasserman,corporate,United States,Chicago,Illinois,60653,Central,OFF-AR-10001149,office supplies,art,"Sanford Colorific Colored Pencils, 12/Box",626.81,922.17,295.36,2,1844.337393
3514,3516,CA-2017-168536,2017-12-20,2017-12-24,standard class,SC-20800,Stuart Calhoun,consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10002323,technology,accessories,Sandisk Ultra 32 Gb Microsdhc Class 10 Memory Card,131.44,374.2,242.76,6,2245.212988
3515,3517,US-2017-113649,2017-08-09,2017-08-12,first class,HA-14920,Helen Andreada,consumer,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10000130,office supplies,paper,Xerox 199,574.02,213.15,-360.87,24,5115.547579
3516,3518,US-2017-113649,2017-08-09,2017-08-12,first class,HA-14920,Helen Andreada,consumer,United States,Fayetteville,North Carolina,28314,South,TEC-PH-10002350,technology,phones,Apple Earpods With Remote And Mic,45.15,67.21,22.06,19,1276.963438
3517,3519,US-2017-113649,2017-08-09,2017-08-12,first class,HA-14920,Helen Andreada,consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002518,office supplies,appliances,Kensington 7 Outlet Masterpiece Power Center,744.46,349.47,-394.99,3,1048.412568
3518,3520,CA-2016-124975,2016-06-22,2016-06-25,first class,MG-17875,Michael Grace,home office,United States,Aurora,Illinois,60505,Central,FUR-TA-10002645,furniture,tables,Hon Rectangular Conference Tables,610.72,798.85,188.13,3,2396.552783
3519,3521,CA-2016-168767,2016-04-10,2016-04-15,standard class,DM-12955,Dario Medina,corporate,United States,Sacramento,California,95823,West,OFF-BI-10000773,office supplies,binders,Insertable Tab Post Binder Dividers,603.44,552.56,-50.88,25,13813.98361
3520,3522,CA-2017-114482,2017-11-21,2017-11-25,second class,DM-13345,Denise Monton,corporate,United States,Des Moines,Iowa,50315,Central,OFF-PA-10003845,office supplies,paper,Xerox 1987,148.83,425.31,276.48,3,1275.934202
3521,3523,CA-2017-114482,2017-11-21,2017-11-25,second class,DM-13345,Denise Monton,corporate,United States,Des Moines,Iowa,50315,Central,TEC-PH-10001580,technology,phones,Logitech Mobile Speakerphone P710E - Speaker Phone,301.09,883.62,582.53,25,22090.45509
3522,3524,CA-2017-137673,2017-09-05,2017-09-10,standard class,ML-17395,Marina Lichtenstein,corporate,United States,San Diego,California,92105,West,TEC-AC-10002345,technology,accessories,Hp Standard 104 Key Ps/2 Keyboard,490.36,131.23,-359.13,7,918.6099287
3523,3525,CA-2017-132731,2017-11-24,2017-11-28,standard class,GA-14515,George Ashbrook,consumer,United States,Dallas,Texas,75081,Central,TEC-PH-10004120,technology,phones,At&T 1080 Phone,980.41,939.05,-41.36,22,20659.09654
3524,3526,CA-2018-148922,2018-12-10,2018-12-15,second class,SU-20665,Stephanie Ulpright,home office,United States,Jackson,Mississippi,39212,South,TEC-AC-10001838,technology,accessories,Razer Tiamat Over Ear 7.1 Surround Sound Pc Gaming Headset,457.31,926.94,469.63,16,14831.10555
3525,3527,CA-2018-148922,2018-12-10,2018-12-15,second class,SU-20665,Stephanie Ulpright,home office,United States,Jackson,Mississippi,39212,South,TEC-PH-10000148,technology,phones,Cyber Acoustics Ac-202B Speech Recognition Stereo Headset,385.38,20.67,-364.71,13,268.673056
3526,3528,CA-2018-148922,2018-12-10,2018-12-15,second class,SU-20665,Stephanie Ulpright,home office,United States,Jackson,Mississippi,39212,South,OFF-BI-10003476,office supplies,binders,Avery Metallic Poly Binders,670.46,129.78,-540.69,23,2984.826815
3527,3529,CA-2017-130680,2017-06-24,2017-06-29,standard class,BD-11320,Bill Donatelli,consumer,United States,San Diego,California,92024,West,TEC-PH-10004833,technology,phones,Macally Suction Cup Mount,755.52,393.42,-362.1,3,1180.249576
3528,3530,CA-2016-141145,2016-09-17,2016-09-23,standard class,DB-13405,Denny Blanton,consumer,United States,Orlando,Florida,32839,South,TEC-AC-10001465,technology,accessories,Sandisk Cruzer 64 Gb Usb Flash Drive,172.82,861.83,689.01,6,5171.004137
3529,3531,US-2017-152835,2017-05-19,2017-05-23,standard class,RP-19855,Roy Phan,corporate,United States,Lafayette,Indiana,47905,Central,OFF-AR-10003056,office supplies,art,Newell 341,831.73,420.65,-411.09,23,9674.861074
3530,3532,CA-2017-155565,2017-05-28,2017-05-28,same day,EH-13765,Edward Hooks,corporate,United States,New York City,New York,10035,East,OFF-SU-10001218,office supplies,supplies,Fiskars Softgrip Scissors,280.94,701.78,420.84,10,7017.781662
3531,3533,CA-2015-110849,2015-04-18,2015-04-23,standard class,JL-15835,John Lee,consumer,United States,Los Angeles,California,90049,West,TEC-MA-10002859,technology,machines,Ativa Mdm8000 8-Sheet Micro-Cut Shredder,571.94,127.75,-444.18,17,2171.81602
3532,3534,CA-2015-110849,2015-04-18,2015-04-23,standard class,JL-15835,John Lee,consumer,United States,Los Angeles,California,90049,West,OFF-AR-10002375,office supplies,art,Newell 351,467.5,61.48,-406.02,11,676.274803
3533,3535,CA-2015-110849,2015-04-18,2015-04-23,standard class,JL-15835,John Lee,consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000657,office supplies,art,"Binney & Smith Inktank Desk Highlighter, Chisel Tip, Yellow, 12/Box",669.94,629.24,-40.7,12,7550.854224
3534,3536,CA-2015-110849,2015-04-18,2015-04-23,standard class,JL-15835,John Lee,consumer,United States,Los Angeles,California,90049,West,OFF-FA-10000134,office supplies,fasteners,"Advantus Push Pins, Aluminum Head",697.04,892.84,195.79,9,8035.519291
3535,3537,CA-2017-145842,2017-06-17,2017-06-20,second class,FM-14380,Fred Mcmath,consumer,United States,New York City,New York,10024,East,OFF-ST-10000419,office supplies,storage,"Rogers Jumbo File, Granite",848.69,237.0,-611.68,3,711.0082199
3536,3538,CA-2015-158771,2015-05-09,2015-05-09,same day,SB-20290,Sean Braxton,corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10000107,office supplies,storage,Fellowes Super Stor/Drawer,975.46,568.43,-407.03,3,1705.291445
3537,3539,CA-2015-158771,2015-05-09,2015-05-09,same day,SB-20290,Sean Braxton,corporate,United States,Henderson,Kentucky,42420,South,OFF-LA-10001641,office supplies,labels,Avery 518,291.72,453.18,161.46,10,4531.764569
3538,3540,CA-2015-158771,2015-05-09,2015-05-09,same day,SB-20290,Sean Braxton,corporate,United States,Henderson,Kentucky,42420,South,OFF-LA-10003121,office supplies,labels,Avery 506,757.83,947.36,189.52,3,2842.068045
3539,3541,CA-2015-158771,2015-05-09,2015-05-09,same day,SB-20290,Sean Braxton,corporate,United States,Henderson,Kentucky,42420,South,OFF-PA-10002689,office supplies,paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. And 88 Bright),386.41,904.1,517.69,2,1808.197476
3540,3542,CA-2017-157511,2017-09-18,2017-09-20,first class,SV-20365,Seth Vernon,consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10002107,furniture,furnishings,Eldon Pizzaz Desk Accessories,935.28,160.96,-774.32,9,1448.646902
3541,3543,CA-2017-157511,2017-09-18,2017-09-20,first class,SV-20365,Seth Vernon,consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10002647,furniture,chairs,"Situations Contoured Folding Chairs, 4/Set",393.9,744.98,351.08,18,13409.56806
3542,3544,CA-2017-157511,2017-09-18,2017-09-20,first class,SV-20365,Seth Vernon,consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10002257,office supplies,art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",376.31,639.74,263.43,22,14074.28392
3543,3545,CA-2018-121216,2018-12-23,2018-12-25,second class,MM-17920,Michael Moore,consumer,United States,College Station,Texas,77840,Central,OFF-PA-10004519,office supplies,paper,Spiral Phone Message Books With Labels By Adams,596.68,375.72,-220.96,4,1502.860203
3544,3546,CA-2018-121216,2018-12-23,2018-12-25,second class,MM-17920,Michael Moore,consumer,United States,College Station,Texas,77840,Central,OFF-AP-10001947,office supplies,appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,834.03,249.78,-584.25,23,5744.960048
3545,3547,CA-2018-155292,2018-10-30,2018-11-01,first class,RD-19810,Ross Devincentis,home office,United States,Richmond,Kentucky,40475,South,OFF-ST-10004963,office supplies,storage,Eldon Gobal File Keepers,64.76,297.82,233.06,16,4765.119152
3546,3548,CA-2018-155292,2018-10-30,2018-11-01,first class,RD-19810,Ross Devincentis,home office,United States,Richmond,Kentucky,40475,South,OFF-SU-10002573,office supplies,supplies,"Acme 10"" Easy Grip Assistive Scissors",903.45,484.18,-419.27,15,7262.747761
3547,3549,CA-2018-155292,2018-10-30,2018-11-01,first class,RD-19810,Ross Devincentis,home office,United States,Richmond,Kentucky,40475,South,FUR-CH-10000553,furniture,chairs,"Metal Folding Chairs, Beige, 4/Carton",312.12,725.56,413.45,18,13060.15988
3548,3550,CA-2018-155292,2018-10-30,2018-11-01,first class,RD-19810,Ross Devincentis,home office,United States,Richmond,Kentucky,40475,South,OFF-LA-10001982,office supplies,labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,54.64,878.74,824.11,23,20211.12142
3549,3551,CA-2017-152555,2017-03-29,2017-04-02,second class,ME-17320,Maria Etezadi,home office,United States,Chicago,Illinois,60653,Central,OFF-PA-10001295,office supplies,paper,Computer Printout Paper With Letter-Trim Perforations,281.54,516.69,235.15,2,1033.382063
3550,3552,CA-2017-152555,2017-03-29,2017-04-02,second class,ME-17320,Maria Etezadi,home office,United States,Chicago,Illinois,60653,Central,FUR-CH-10002965,furniture,chairs,"Global Leather Highback Executive Chair With Pneumatic Height Adjustment, Black",884.15,527.9,-356.26,15,7918.476832
3551,3553,CA-2017-152555,2017-03-29,2017-04-02,second class,ME-17320,Maria Etezadi,home office,United States,Chicago,Illinois,60653,Central,TEC-PH-10001254,technology,phones,Jabra Biz 2300 Duo Qd Duo Corded Headset,952.89,14.54,-938.35,24,349.0503668
3552,3554,CA-2018-107832,2018-11-23,2018-11-26,second class,FH-14275,Frank Hawley,corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001658,office supplies,binders,Gbc Standard Therm-A-Bind Covers,348.11,893.83,545.72,13,11619.72803
3553,3555,CA-2015-120838,2015-03-23,2015-03-26,second class,PO-18865,Patrick O'Donnell,consumer,United States,Los Angeles,California,90036,West,OFF-ST-10000585,office supplies,storage,Economy Rollaway Files,256.71,606.17,349.47,11,6667.892919
3554,3556,CA-2015-120838,2015-03-23,2015-03-26,second class,PO-18865,Patrick O'Donnell,consumer,United States,Los Angeles,California,90036,West,TEC-PH-10003484,technology,phones,Ooma Telo Voip Home Phone System,573.26,546.58,-26.68,24,13117.89977
3555,3557,CA-2018-118542,2018-12-01,2018-12-05,standard class,CC-12550,Clay Cheatham,consumer,United States,Los Angeles,California,90008,West,OFF-PA-10004735,office supplies,paper,Xerox 1905,950.93,444.77,-506.16,4,1779.083846
3556,3558,CA-2018-118542,2018-12-01,2018-12-05,standard class,CC-12550,Clay Cheatham,consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003429,office supplies,binders,"Cardinal Holdit! Binder Insert Strips,Extra Strips",56.08,920.39,864.31,15,13805.8841
3557,3559,CA-2018-152737,2018-11-07,2018-11-12,standard class,TS-21505,Tony Sayre,consumer,United States,San Francisco,California,94122,West,OFF-BI-10002982,office supplies,binders,Avery Self-Adhesive Photo Pockets For Polaroid Photos,123.27,941.02,817.74,6,5646.098611
3558,3560,CA-2018-152737,2018-11-07,2018-11-12,standard class,TS-21505,Tony Sayre,consumer,United States,San Francisco,California,94122,West,TEC-AC-10004975,technology,accessories,Plantronics Audio 995 Wireless Stereo Headset,747.13,280.29,-466.84,13,3643.746317
3559,3561,CA-2018-109757,2018-09-04,2018-09-09,second class,MD-17350,Maribeth Dona,consumer,United States,Akron,Ohio,44312,East,OFF-AR-10002335,office supplies,art,Dixon Oriole Pencils,76.2,850.24,774.04,2,1700.474747
3560,3562,CA-2018-109757,2018-09-04,2018-09-09,second class,MD-17350,Maribeth Dona,consumer,United States,Akron,Ohio,44312,East,OFF-BI-10004001,office supplies,binders,Gbc Recycled Velobinder Covers,290.29,218.15,-72.14,24,5235.480246
3561,3563,CA-2018-109757,2018-09-04,2018-09-09,second class,MD-17350,Maribeth Dona,consumer,United States,Akron,Ohio,44312,East,OFF-BI-10001634,office supplies,binders,Wilson Jones Active Use Binders,665.9,951.33,285.43,6,5707.982234
3562,3564,CA-2018-109757,2018-09-04,2018-09-09,second class,MD-17350,Maribeth Dona,consumer,United States,Akron,Ohio,44312,East,OFF-PA-10000007,office supplies,paper,"Telephone Message Books With Fax/Mobile Section, 4 1/4"" X 6""",55.25,849.63,794.38,4,3398.502404
3563,3565,CA-2017-130029,2017-07-03,2017-07-06,first class,GT-14755,Guy Thornton,consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000552,office supplies,paper,Xerox 200,775.42,243.31,-532.11,18,4379.646196
3564,3566,CA-2017-130029,2017-07-03,2017-07-06,first class,GT-14755,Guy Thornton,consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001135,office supplies,fasteners,"Brites Rubber Bands, 1 1/2 Oz. Box",741.35,357.03,-384.32,4,1428.107745
3565,3567,CA-2018-103877,2018-09-07,2018-09-14,standard class,RD-19660,Robert Dilbeck,home office,United States,Independence,Missouri,64055,Central,OFF-BI-10003650,office supplies,binders,Gbc Docubind 300 Electric Binding Machine,263.31,837.68,574.38,3,2513.054298
3566,3568,CA-2017-137176,2017-09-09,2017-09-14,second class,DB-12910,Daniel Byrd,home office,United States,Dallas,Texas,75220,Central,FUR-FU-10003832,furniture,furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",5.33,654.95,649.62,11,7204.398761
3567,3569,CA-2018-168109,2018-07-03,2018-07-03,same day,JK-15640,Jim Kriz,home office,United States,Seattle,Washington,98105,West,TEC-AC-10003628,technology,accessories,Logitech 910-002974 M325 Wireless Mouse For Web Scrolling,272.07,408.37,136.3,25,10209.33749
3568,3570,CA-2018-168109,2018-07-03,2018-07-03,same day,JK-15640,Jim Kriz,home office,United States,Seattle,Washington,98105,West,TEC-MA-10001148,technology,machines,Okidata Mb491 Multifunction Printer,28.92,805.35,776.44,25,20133.86524
3569,3571,CA-2018-168109,2018-07-03,2018-07-03,same day,JK-15640,Jim Kriz,home office,United States,Seattle,Washington,98105,West,TEC-AC-10002049,technology,accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,521.99,960.66,438.67,24,23055.72625
3570,3572,CA-2018-168109,2018-07-03,2018-07-03,same day,JK-15640,Jim Kriz,home office,United States,Seattle,Washington,98105,West,TEC-PH-10000702,technology,phones,"Square Credit Card Reader, 4 1/2"" X 4 1/2"" X 1"", White",155.14,288.81,133.67,18,5198.493269
3571,3573,US-2018-126081,2018-06-29,2018-07-04,standard class,FC-14335,Fred Chung,corporate,United States,Mesquite,Texas,75150,Central,OFF-PA-10003953,office supplies,paper,Xerox 218,922.46,68.2,-854.25,24,1636.875208
3572,3574,CA-2018-117023,2018-08-07,2018-08-12,standard class,JW-15955,Joni Wasserman,consumer,United States,Long Beach,New York,11561,East,OFF-AR-10003602,office supplies,art,"Quartet Omega Colored Chalk, 12/Pack",38.37,646.54,608.17,15,9698.109353
3573,3575,CA-2018-117023,2018-08-07,2018-08-12,standard class,JW-15955,Joni Wasserman,consumer,United States,Long Beach,New York,11561,East,OFF-AR-10004062,office supplies,art,Staples In Misc. Colors,744.57,773.22,28.65,17,13144.73678
3574,3576,CA-2016-143532,2016-03-19,2016-03-24,standard class,DC-12850,Dan Campbell,consumer,United States,North Miami,Florida,33161,South,OFF-PA-10001560,office supplies,paper,"Adams Telephone Message Books, 5 1/4” X 11”",623.61,889.9,266.29,6,5339.384658
3575,3577,CA-2017-103163,2017-06-07,2017-06-11,standard class,FM-14290,Frank Merwin,home office,United States,Bakersfield,California,93309,West,OFF-BI-10003305,office supplies,binders,Avery Hanging File Binders,208.77,678.38,469.61,5,3391.907466
3576,3578,CA-2017-103163,2017-06-07,2017-06-11,standard class,FM-14290,Frank Merwin,home office,United States,Bakersfield,California,93309,West,OFF-PA-10004000,office supplies,paper,"While You Were Out Pads, 50 Per Pad, 4 X 5 1/4, Green Cycle",278.69,280.06,1.37,20,5601.221722
3577,3579,CA-2017-104157,2017-07-25,2017-07-29,standard class,MT-17815,Meg Tillman,consumer,United States,Jackson,Mississippi,39212,South,OFF-ST-10000321,office supplies,storage,Akro Stacking Bins,763.23,320.6,-442.63,25,8015.123079
3578,3580,CA-2017-104157,2017-07-25,2017-07-29,standard class,MT-17815,Meg Tillman,consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10004665,office supplies,paper,Advantus Motivational Note Cards,317.05,638.4,321.35,2,1276.803259
3579,3581,CA-2017-104157,2017-07-25,2017-07-29,standard class,MT-17815,Meg Tillman,consumer,United States,Jackson,Mississippi,39212,South,FUR-TA-10004915,furniture,tables,"Office Impressions End Table, 20-1/2""H X 24""W X 20""D",86.41,58.42,-27.99,6,350.5453945
3580,3582,CA-2018-117807,2018-10-01,2018-10-07,standard class,DK-13090,Dave Kipp,consumer,United States,Fremont,Nebraska,68025,Central,OFF-PA-10000994,office supplies,paper,Xerox 1915,480.02,896.25,416.23,25,22406.307
3581,3583,CA-2016-121650,2016-12-10,2016-12-16,standard class,KD-16495,Keith Dawkins,corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10001149,office supplies,art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",21.04,629.45,608.41,9,5665.021088
3582,3584,CA-2016-121650,2016-12-10,2016-12-16,standard class,KD-16495,Keith Dawkins,corporate,United States,Jackson,Michigan,49201,Central,FUR-TA-10003569,furniture,tables,Bretford Cr8500 Series Meeting Room Furniture,782.06,564.63,-217.43,23,12986.48793
3583,3585,CA-2016-121650,2016-12-10,2016-12-16,standard class,KD-16495,Keith Dawkins,corporate,United States,Jackson,Michigan,49201,Central,FUR-CH-10004289,furniture,chairs,Global Super Steno Chair,332.68,886.43,553.76,8,7091.450507
3584,3586,CA-2016-121650,2016-12-10,2016-12-16,standard class,KD-16495,Keith Dawkins,corporate,United States,Jackson,Michigan,49201,Central,OFF-LA-10001045,office supplies,labels,Permanent Self-Adhesive File Folder Labels For Typewriters By Universal,981.91,278.98,-702.93,21,5858.505163
3585,3587,CA-2018-161823,2018-09-03,2018-09-08,standard class,AG-10300,Aleksandra Gannaway,corporate,United States,San Francisco,California,94122,West,OFF-AR-10002053,office supplies,art,"Premium Writing Pencils, Soft, #2 By Central Association For The Blind",34.61,41.1,6.49,11,452.0907329
3586,3588,CA-2018-121839,2018-09-24,2018-09-28,standard class,MH-18115,Mick Hernandez,home office,United States,Lancaster,Ohio,43130,East,TEC-PH-10002885,technology,phones,Apple Iphone 5,809.42,844.64,35.22,1,844.6401958
3587,3589,CA-2018-158729,2018-12-19,2018-12-21,first class,AC-10450,Amy Cox,consumer,United States,Lafayette,Louisiana,70506,South,OFF-SU-10002881,office supplies,supplies,Martin Yale Chadless Opener Electric Letter Opener,894.66,976.0,81.34,12,11711.94318
3588,3590,CA-2018-146535,2018-11-24,2018-11-30,standard class,FM-14290,Frank Merwin,home office,United States,Richmond,Kentucky,40475,South,OFF-BI-10000546,office supplies,binders,Avery Durable Binders,287.83,11.65,-276.18,14,163.1694498
3589,3591,CA-2018-146535,2018-11-24,2018-11-30,standard class,FM-14290,Frank Merwin,home office,United States,Richmond,Kentucky,40475,South,OFF-ST-10001526,office supplies,storage,Iceberg Mobile Mega Data/Printer Cart,267.59,443.73,176.14,1,443.7299347
3590,3592,CA-2015-154186,2015-12-13,2015-12-15,second class,RA-19285,Ralph Arnett,consumer,United States,Houston,Texas,77070,Central,OFF-SU-10001574,office supplies,supplies,Acme Value Line Scissors,866.53,271.37,-595.16,25,6784.248768
3591,3593,CA-2017-108434,2017-12-05,2017-12-07,second class,JG-15160,James Galang,consumer,United States,New York City,New York,10024,East,OFF-ST-10002615,office supplies,storage,"Dual Level, Single-Width Filing Carts",501.45,442.49,-58.96,4,1769.94083
3592,3594,CA-2017-164154,2017-09-11,2017-09-17,standard class,NZ-18565,Nick Zandusky,home office,United States,Toledo,Ohio,43615,East,OFF-BI-10001658,office supplies,binders,Gbc Standard Therm-A-Bind Covers,602.37,648.53,46.15,25,16213.17207
3593,3595,CA-2017-164154,2017-09-11,2017-09-17,standard class,NZ-18565,Nick Zandusky,home office,United States,Toledo,Ohio,43615,East,OFF-ST-10002562,office supplies,storage,Staple Magnet,728.7,597.21,-131.49,18,10749.76993
3594,3596,CA-2018-148012,2018-12-09,2018-12-15,standard class,KM-16225,Kalyca Meade,corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10004757,office supplies,art,Crayola Colored Pencils,121.79,734.88,613.09,6,4409.298409
3595,3597,CA-2015-102869,2015-09-09,2015-09-14,second class,LC-17140,Logan Currie,consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,office supplies,paper,Xerox 210,970.04,939.31,-30.73,24,22543.45781
3596,3598,CA-2015-102869,2015-09-09,2015-09-14,second class,LC-17140,Logan Currie,consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,technology,accessories,Rosewill 107 Normal Keys Usb Wired Standard Keyboard,163.15,637.39,474.24,5,3186.944111
3597,3599,CA-2015-102869,2015-09-09,2015-09-14,second class,LC-17140,Logan Currie,consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,furniture,furnishings,"Master Caster Door Stop, Large Neon Orange",918.19,48.07,-870.12,8,384.5737851
3598,3600,CA-2015-102869,2015-09-09,2015-09-14,second class,LC-17140,Logan Currie,consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,technology,phones,Polycom Soundpoint Ip 450 Voip Phone,185.11,276.32,91.21,11,3039.535253
3599,3601,CA-2018-138310,2018-06-26,2018-06-30,standard class,NP-18700,Nora Preis,consumer,United States,Denver,Colorado,80219,West,TEC-AC-10001990,technology,accessories,Kensington Orbit Wireless Mobile Trackball For Pc And Mac,886.0,370.4,-515.6,24,8889.688086
3600,3602,CA-2015-159835,2015-11-17,2015-11-24,standard class,RB-19330,Randy Bradley,consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10002137,office supplies,paper,"Southworth 100% Résumé Paper, 24Lb.",948.35,663.41,-284.93,17,11278.04337
